Unnamed: 0,cve_id,labels,num
244,CVE-2014-3579,['org.apache.activemq apollo-selector'],1
247,CVE-2014-3584,['org.apache.cxf cxf-rt-rs-security-xml'],1
254,CVE-2014-3596,"['org.ow2.jonas jonas-webservices-axis-core', 'axis', 'org.apache.axis axis', 'axis axis', 'org.ow2.orchestra orchestra-axis', 'org.lappsgrid all', 'org.ow2.orchestra orchestra-axis-osgi', 'gr.iti.mklab mklab-stream-manager', 'com.barchart.wrap barchart-wrap-axis', 'org.ow2.jonas jonas-webservices-axis']",10
257,CVE-2014-3600,"['org.apache.activemq activemq-broker', 'org.apache.activemq activemq-all', 'org.apache.activemq apache-activemq', 'org.apache.activemq activemq-core', 'org.apache.activemq activemq-client']",5
260,CVE-2014-3604,['ca.juliusdavies not-yet-commons-ssl'],1
261,CVE-2014-3607,['edu.vt.middleware vt-ldap'],1
264,CVE-2014-3612,"['org.apache.activemq activemq-broker', 'org.apache.activemq activemq-all', 'org.apache.activemq activemq-core', 'org.apache.activemq activemq-osgi', 'org.apache.activemq activemq-jaas']",5
270,CVE-2014-3623,"['org.apache.cxf cxf-rt-ws-security', 'br.com.esec.icpm certillion-client-library', 'org.apache.wss4j wss4j-ws-security-dom', 'apache-cxf', 'org.apache.wss4j wss4j-ws-security-stax', 'wss4j', 'org.apache.ws.security wss4j', 'org.apache.cxf cxf']",8
271,CVE-2014-3625,"['org.craftercms crafter-search-index-updater', 'net.oschina.durcframework durcframework-core', 'com.github.raychatter spring-restful-exception-handler', 'net.winroad wrdoclet', 'com.github.pabloo99.xmlsoccer xmlsoccer', 'org.springframework spring-webmvc', 'com.graphaware.neo4j graphaware-framework-server-community']",7
272,CVE-2014-3627,"['org.apache.hadoop hadoop-yarn-server-nodemanager', 'org.apache.hadoop hadoop-yarn', 'org.apache.hadoop hadoop-yarn-common']",3
273,CVE-2014-3628,"['org.apache.solr solr', 'org.apache.solr solr-core']",2
281,CVE-2014-3651,['org.keycloak keycloak-services'],1
286,CVE-2014-3661,"['nodejs-from', 'nodejs-got', 'nodejs-rc', 'nodejs-object-assign', 'jenkins-plugin-openshift', 'nodejs-slide', 'nodejs-kind-of', 'nodejs-pinkie', 'nodejs-align-text', 'nodejs-graceful-fs', 'nodejs-mkdirp', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'jenkins', 'openshift-origin-cartridge-jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-duplexify', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'nodejs-event-stream', 'atomic-openshift', 'nodejs-semver', 'nodejs-read-all-stream', 'nodejs-split', 'nodejs-normalize-path', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-registry-url', 'nodejs-ini', 'nodejs-pause-stream']",37
287,CVE-2014-3662,"['nodejs-from', 'nodejs-got', 'nodejs-registry-url', 'nodejs-duplexify', 'nodejs-object-assign', 'jenkins-plugin-openshift', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'nodejs-align-text', 'nodejs-graceful-fs', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'jenkins', 'openshift-origin-cartridge-jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-rc', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'atomic-openshift', 'nodejs-semver', 'nodejs-read-all-stream', 'nodejs-split', 'nodejs-normalize-path', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-event-stream', 'nodejs-ini', 'nodejs-pause-stream']",37
288,CVE-2014-3663,"['nodejs-from', 'nodejs-got', 'nodejs-rc', 'nodejs-object-assign', 'jenkins-plugin-openshift', 'nodejs-slide', 'nodejs-kind-of', 'nodejs-pinkie', 'nodejs-align-text', 'nodejs-graceful-fs', 'nodejs-mkdirp', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'jenkins', 'openshift-origin-cartridge-jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-duplexify', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'nodejs-event-stream', 'atomic-openshift', 'nodejs-semver', 'nodejs-read-all-stream', 'nodejs-split', 'nodejs-normalize-path', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-registry-url', 'nodejs-ini', 'nodejs-pause-stream']",37
289,CVE-2014-3664,"['nodejs-from', 'nodejs-got', 'nodejs-registry-url', 'nodejs-duplexify', 'nodejs-object-assign', 'jenkins-plugin-openshift', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'nodejs-align-text', 'nodejs-graceful-fs', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'jenkins', 'openshift-origin-cartridge-jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-rc', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'atomic-openshift', 'nodejs-semver', 'nodejs-read-all-stream', 'nodejs-split', 'nodejs-normalize-path', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-event-stream', 'nodejs-ini', 'nodejs-pause-stream']",37
290,CVE-2014-3665,"['jenkins', 'openshift-origin-cartridge-jenkins', 'jenkins-plugin-openshift']",3
291,CVE-2014-3666,"['nodejs-from', 'nodejs-got', 'nodejs-registry-url', 'nodejs-duplexify', 'nodejs-object-assign', 'jenkins-plugin-openshift', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'nodejs-align-text', 'nodejs-graceful-fs', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'jenkins', 'openshift-origin-cartridge-jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-rc', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'atomic-openshift', 'nodejs-semver', 'nodejs-read-all-stream', 'nodejs-split', 'nodejs-normalize-path', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-event-stream', 'nodejs-ini', 'nodejs-pause-stream']",37
292,CVE-2014-3667,"['nodejs-from', 'nodejs-got', 'nodejs-rc', 'nodejs-object-assign', 'jenkins-plugin-openshift', 'nodejs-slide', 'nodejs-kind-of', 'nodejs-pinkie', 'nodejs-align-text', 'nodejs-graceful-fs', 'nodejs-mkdirp', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'jenkins', 'openshift-origin-cartridge-jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-duplexify', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'nodejs-event-stream', 'atomic-openshift', 'nodejs-semver', 'nodejs-read-all-stream', 'nodejs-split', 'nodejs-normalize-path', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-registry-url', 'nodejs-ini', 'nodejs-pause-stream']",37
297,CVE-2014-3678,"['jenkins', 'openshift-origin-cartridge-jenkins', 'jenkins-plugin-openshift']",3
298,CVE-2014-3680,"['nodejs-from', 'nodejs-got', 'nodejs-registry-url', 'nodejs-duplexify', 'nodejs-object-assign', 'nodejs-slide', 'nodejs-kind-of', 'nodejs-pinkie', 'nodejs-align-text', 'nodejs-graceful-fs', 'nodejs-mkdirp', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'nodejs-through', 'nodejs-map-stream', 'nodejs-rc', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'atomic-openshift', 'nodejs-semver', 'nodejs-read-all-stream', 'nodejs-split', 'nodejs-normalize-path', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-event-stream', 'nodejs-ini', 'nodejs-pause-stream']",34
299,CVE-2014-3681,"['nodejs-from', 'nodejs-got', 'nodejs-registry-url', 'nodejs-duplexify', 'nodejs-object-assign', 'jenkins-plugin-openshift', 'nodejs-slide', 'nodejs-mkdirp', 'nodejs-pinkie', 'nodejs-align-text', 'nodejs-graceful-fs', 'nodejs-kind-of', 'nodejs-lowercase-keys', 'nodejs-prepend-http', 'nodejs-readdirp', 'jenkins', 'openshift-origin-cartridge-jenkins', 'nodejs-through', 'nodejs-map-stream', 'nodejs-rc', 'heapster', 'nodejs-pinkie-promise', 'nodejs-osenv', 'origin-kibana', 'openvswitch', 'atomic-openshift', 'nodejs-semver', 'nodejs-read-all-stream', 'nodejs-split', 'nodejs-normalize-path', 'nodejs-stream-combiner', 'openshift-ansible', 'nodejs-optimist', 'nodejs-is-stream', 'nodejs-event-stream', 'nodejs-ini', 'nodejs-pause-stream']",37
300,CVE-2014-3682,['org.jbpm jbpm-designer-backend'],1
308,CVE-2014-3709,['org.keycloak keycloak-services'],1
360,CVE-2014-4611,"['extlz4', 'com.microsoft.spark spark-clr', 'com.microsoft.sparkclr spark-clr', 'lz4', 'lz4ext', 'org.apache.htrace htrace-zipkin', 'net.jpountz.lz4 lz4', 'org.apache.spark spark-streaming-kafka-assembly_2.10', 'org.apache.spark spark-streaming-kafka-assembly_2.11', 'org.apache.storm storm-starter', 'org.apache.bigtop.itest fat-smoke', 'org.graylog2 graylog2-server']",12
373,CVE-2014-4715,"['io.ifar.kafka-archiver kafka-archiver', 'extlz4', 'lz4net', 'com.microsoft.sparkclr spark-clr', 'lz4', 'lz4ext', 'org.apache.htrace htrace-zipkin', 'com.microsoft.spark spark-clr', 'net.jpountz.lz4 lz4', 'org.apache.storm storm-starter', 'lz4-ruby', 'org.apache.spark spark-streaming-kafka-assembly_2.11', 'org.apache.spark spark-streaming-kafka-assembly_2.10', 'org.apache.bigtop.itest fat-smoke', 'org.graylog2 graylog2-server']",15
399,CVE-2014-5075,"['jivesoftware smack', 'org.igniterealtime.smack smack-tcp', 'org.igniterealtime.smack smack']",3
412,CVE-2014-5325,['org.directwebremoting dwr'],1
413,CVE-2014-5326,['org.directwebremoting dwr'],1
435,CVE-2014-6071,['jquery'],1
442,CVE-2014-6394,"['org.webjars.npm send', 'send']",2
460,CVE-2014-6439,['org.elasticsearch elasticsearch'],1
505,CVE-2014-7191,"['ljharb-qs', 'org.webjars qs', 'org.webjars.npm qs', 'qs', 'nodejs010-node-gyp', 'nodejs010-nodejs-qs']",6
515,CVE-2014-7808,"['org.apache.wicket wicket-util', 'org.apache.wicket wicket-core']",2
516,CVE-2014-7809,['org.apache.struts struts2-core'],1
517,CVE-2014-7810,"['org.apache.tomcat el-api', 'org.apache.tomcat.embed tomcat-embed-jasper', 'org.apache.tomcat jasper', 'tomcat7', 'tomcat6', 'org.apache.tomcat tomcat-jasper', 'org.apache.tomcat.embed tomcat-embed-el', 'org.apache.tomcat tomcat-el-api', 'org.mortbay.jasper apache-el', 'org.apache.tomcat.embed tomcat-embed-core', 'org.mortbay.jasper apache-jsp']",11
522,CVE-2014-7816,"['io.undertow undertow-core', 'io.undertow undertow-servlet']",2
530,CVE-2014-7827,"['jboss-as-server', 'jboss-as-ejb3', 'jboss-as-console', 'jboss-as-platform-mbean', 'jbossas-domain', 'jboss-as-web', 'jboss-as-modcluster', 'jboss-as-cli', 'jboss-as-management-client-content', 'jboss-as-osgi-service', 'jboss-as-remoting', 'picketlink-bindings', 'jbossws-cxf', 'jboss-as-jaxr', 'jboss-hal', 'jbossts', 'jboss-as-jacorb', 'jboss-as-pojo', 'jboss-as-jaxrs', 'apache-cxf', 'glassfish-jsf-eap6', 'jboss-as-ee', 'jboss-as-configadmin', 'jboss-as-controller-client', 'jboss-as-osgi-configadmin', 'hibernate4-eap6', 'jboss-security-negotiation', 'jboss-as-jsf', 'jboss-as-jdr', 'jboss-as-security', 'jboss-marshalling', 'jboss-as-mail', 'hornetq', 'jboss-as-jmx', 'jboss-as-domain-http', 'jboss-as-deployment-repository', 'jbossas-bundles', 'jboss-as-cmp', 'jboss-remoting3', 'wss4j', 'picketlink-federation', 'jboss-as-network', 'jboss-as-connector', 'jbossws-spi', 'jboss-as-xts', 'jboss-ejb-client', 'jboss-as-weld', 'jboss-as-domain-management', 'jbossas-standalone', 'jboss-as-system-jmx', 'jboss-as-client-all', 'jbossas-welcome-content-eap', 'jbossas-modules-eap', 'jbossas-product-eap', 'jboss-as-clustering', 'jbossas-core', 'jboss-modules', 'jboss-as-deployment-scanner', 'jboss-as-controller', 'guava-libraries', 'jboss-as-jsr77', 'picketbox', 'jbossweb', 'jboss-as-threads', 'weld-core', 'jboss-as-core-security', 'jboss-as-osgi', 'sun-saaj-1.3-impl', 'jboss-as-webservices', 'jboss-as-jpa', 'httpserver', 'jboss-as-version', 'sun-istack-commons', 'jboss-as-host-controller', 'resteasy', 'jbossas-appclient', 'jbossas-javadocs', 'jboss-as-messaging', 'jboss-as-naming', 'jboss-as-appclient', 'jboss-as-protocol', 'jboss-as-logging', 'jboss-as-picketlink', 'jboss-as-process-controller', 'jboss-as-embedded', 'jboss-as-transactions', 'jboss-as-sar', 'jboss-as-ee-deployment', 'antlr-eap6']",89
541,CVE-2014-7839,"['jboss-as-server', 'jboss-as-ejb3', 'jboss-as-console', 'jboss-as-platform-mbean', 'jbossas-domain', 'jboss-as-web', 'jboss-as-modcluster', 'jboss-as-cli', 'jboss-as-management-client-content', 'jboss-as-osgi-service', 'jboss-as-remoting', 'picketlink-bindings', 'jbossws-cxf', 'jboss-as-jaxr', 'jboss-hal', 'jbossts', 'jboss-as-jacorb', 'jboss-as-pojo', 'jboss-as-jaxrs', 'apache-cxf', 'glassfish-jsf-eap6', 'jbossas-appclient', 'jboss-as-ee', 'jboss-as-configadmin', 'jboss-as-controller-client', 'jboss-as-osgi-configadmin', 'hibernate4-eap6', 'jboss-security-negotiation', 'jboss-as-jsf', 'org.jboss.resteasy resteasy-jaxrs', 'jboss-as-jdr', 'jboss-as-security', 'jboss-marshalling', 'jboss-as-mail', 'hornetq', 'jboss-as-jmx', 'jboss-as-domain-http', 'jboss-as-deployment-repository', 'jbossas-bundles', 'jboss-as-cmp', 'jboss-remoting3', 'wss4j', 'picketlink-federation', 'jboss-as-network', 'jboss-as-connector', 'jbossws-spi', 'jboss-as-xts', 'jboss-ejb-client', 'jboss-as-weld', 'jboss-as-domain-management', 'jbossas-standalone', 'jboss-as-system-jmx', 'jboss-as-client-all', 'jbossas-welcome-content-eap', 'jbossas-modules-eap', 'jbossas-product-eap', 'jboss-as-clustering', 'jbossas-core', 'jboss-modules', 'jboss-as-deployment-scanner', 'jboss-as-controller', 'guava-libraries', 'jboss-as-jsr77', 'picketbox', 'jboss-as-threads', 'weld-core', 'jboss-as-core-security', 'jboss-as-osgi', 'sun-saaj-1.3-impl', 'jboss-as-sar', 'jboss-as-webservices', 'jboss-as-jpa', 'httpserver', 'jboss-as-version', 'sun-istack-commons', 'jboss-as-host-controller', 'resteasy', 'jbossas-javadocs', 'jboss-as-messaging', 'jboss-as-naming', 'jboss-as-appclient', 'jboss-as-protocol', 'jboss-as-logging', 'jboss-as-picketlink', 'jboss-as-process-controller', 'jboss-as-embedded', 'jboss-as-transactions', 'jbossweb', 'jboss-as-ee-deployment', 'antlr-eap6']",90
574,CVE-2014-8110,['org.apache.activemq activemq-web-console'],1
576,CVE-2014-8114,['org.uberfire uberfire-server'],1
577,CVE-2014-8115,['org.kie kie-drools-wb-distribution-wars'],1
581,CVE-2014-8122,"['jboss-as-server', 'jboss-as-ejb3', 'jboss-as-console', 'jboss-as-platform-mbean', 'jbossas-domain', 'jboss-as-web', 'jboss-as-modcluster', 'jboss-as-cli', 'jboss-as-management-client-content', 'jboss-as-osgi-service', 'jboss-as-remoting', 'picketlink-bindings', 'jbossws-cxf', 'jboss-as-jaxr', 'jboss-hal', 'jbossts', 'jboss-as-jacorb', 'jboss-as-pojo', 'jboss-as-jaxrs', 'apache-cxf', 'glassfish-jsf-eap6', 'jbossas-appclient', 'jboss-as-ee', 'jboss-as-configadmin', 'jboss-as-controller-client', 'jboss-as-osgi-configadmin', 'hibernate4-eap6', 'jboss-security-negotiation', 'jboss-as-jsf', 'jboss-as-jdr', 'jboss-as-security', 'jbossas-bundles', 'jboss-marshalling', 'jboss-as-mail', 'hornetq', 'jboss-as-jmx', 'jboss-as-domain-http', 'jboss-as-deployment-repository', 'org.jboss.weld weld-core', 'jboss-as-cmp', 'jboss-remoting3', 'wss4j', 'picketlink-federation', 'jboss-as-network', 'jboss-as-connector', 'jbossws-spi', 'jboss-as-xts', 'jboss-ejb-client', 'jboss-as-weld', 'jboss-as-domain-management', 'jbossas-standalone', 'jboss-as-system-jmx', 'jboss-as-client-all', 'jboss-as-jsr77', 'jbossas-modules-eap', 'jbossas-product-eap', 'jboss-as-clustering', 'jbossas-core', 'jboss-modules', 'jboss-as-deployment-scanner', 'jboss-as-controller', 'guava-libraries', 'jbossas-welcome-content-eap', 'picketbox', 'jboss-as-threads', 'weld-core', 'jboss-as-core-security', 'jboss-as-osgi', 'sun-saaj-1.3-impl', 'jboss-as-sar', 'jboss-as-webservices', 'jboss-as-jpa', 'httpserver', 'jboss-as-version', 'sun-istack-commons', 'jboss-as-host-controller', 'resteasy', 'jbossas-javadocs', 'jboss-as-messaging', 'jboss-as-naming', 'jboss-as-appclient', 'jboss-as-protocol', 'jboss-as-logging', 'jboss-as-picketlink', 'jboss-as-process-controller', 'jboss-as-embedded', 'jboss-as-transactions', 'jbossweb', 'jboss-as-ee-deployment', 'antlr-eap6']",90
583,CVE-2014-8125,"['org.drools drools-core', 'org.jbpm jbpm-bpmn2', 'org.graylog2 graylog2-bootstrap', 'org.graylog2 graylog2-server', 'org.graylog2 graylog2']",5
594,CVE-2014-8152,['org.apache.santuario xmlsec'],1
686,CVE-2014-9515,['net.sf.dozer dozer'],1
688,CVE-2014-9527,['org.apache.poi poi-scratchpad'],1
784,CVE-2014-9970,"['eap7-jboss-metadata', 'eap7-wildfly-javadocs', 'eap7-jboss-remote-naming', 'eap7-log4j-jboss-logmanager', 'eap7-jasypt', 'eap7-picketlink-bindings', 'eap7-jboss-logmanager', 'eap7-wildfly', 'eap7-jboss-remoting', 'eap7-picketlink-federation', 'eap7-bouncycastle', 'eap7-hibernate-validator', 'eap7-undertow', 'eap7-jboss-jms-api_2.0_spec', 'rh-sso7-keycloak', 'eap7-jboss-ec2-eap', 'eap7-artemis-native', 'org.jasypt jasypt']",18
788,CVE-2015-0201,"['org.springframework spring-core', 'org.springframework spring-websocket']",2
809,CVE-2015-0225,['org.apache.cassandra cassandra-all'],1
